Round,Module,Stacked Status,Variable Pair,Long Form Variable Name,Variable Label,Link Grad
R5,Siblings,grad only,gk13210,gk13210,R5 Roster ID of 10th oldest sibling.,module=gsib
R5,Siblings,grad only,gk13310,gk13310,R5 Entity number of 10th oldest sibling.,module=gsib
R5,Siblings,grad only,gk00110,gk00110,R5 Mortality status of 10th oldest sibling at time of 2004 interview.,module=gsib
R5,Siblings,grad only,gk00210,gk00210,R5 Year of 10th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk00510,gk00510,R5 Age of 10th oldest sibling at time of death.,module=gsib
R5,Siblings,grad only,gk00810,gk00810,R5 Detailed ICD-9 cause of 10th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gka0810,gka0810,R5 Collapsed ICD-9 cause of 10th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk08210,gk08210,R5 Education of 10th oldest sibling at time of last interview.,module=gsib
R5,Siblings,grad only,gk08310,gk08310,R5 Year education of 10th oldest sibling was ascertained.,module=gsib
R5,Siblings,grad only,gk02911,gk02911,R5 Gender of 11th oldest sibling.,module=gsib
R5,Siblings,grad only,gk13011,gk13011,R5 Year of 11th oldest sibling's birth.,module=gsib
R5,Siblings,grad only,gk13111,gk13111,R5 Year 11th sibling added to sibling roster.,module=gsib
R5,Siblings,grad only,gk13211,gk13211,R5 Roster ID of 11th oldest sibling.,module=gsib
R5,Siblings,grad only,gk13311,gk13311,R5 Entity number of 11th oldest sibling.,module=gsib
R5,Siblings,grad only,gk00111,gk00111,R5 Mortality status of 11th oldest sibling at time of 2004 interview.,module=gsib
R5,Siblings,grad only,gk00211,gk00211,R5 Year of 11th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk00511,gk00511,R5 Age of 11th oldest sibling at time of death.,module=gsib
R5,Siblings,grad only,gk00811,gk00811,R5 Detailed ICD-9 cause of 11th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gka0811,gka0811,R5 Collapsed ICD-9 cause of 11th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk08211,gk08211,R5 Education of 11th oldest sibling at time of last interview.,module=gsib
R5,Siblings,grad only,gk08311,gk08311,R5 Year education of 11th oldest sibling was ascertained.,module=gsib
R5,Siblings,grad only,gk02912,gk02912,R5 Gender of 12th oldest sibling.,module=gsib
R5,Siblings,grad only,gk13012,gk13012,R5 Year of 12th oldest sibling's birth.,module=gsib
R5,Siblings,grad only,gk13112,gk13112,R5 Year 12th sibling added to sibling roster.,module=gsib
R5,Siblings,grad only,gk13212,gk13212,R5 Roster ID of 12th oldest sibling.,module=gsib
R5,Siblings,grad only,gk13312,gk13312,R5 Entity number of 12th oldest sibling.,module=gsib
R5,Siblings,grad only,gk00112,gk00112,R5 Mortality status of 12th oldest sibling at time of 2004 interview.,module=gsib
R5,Siblings,grad only,gk00212,gk00212,R5 Year of 12th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk00512,gk00512,R5 Age of 12th oldest sibling at time of death.,module=gsib
R5,Siblings,grad only,gk00812,gk00812,R5 Detailed ICD-9 cause of 12th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gka0812,gka0812,R5 Collapsed ICD-9 cause of 12th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk08212,gk08212,R5 Education of 12th oldest sibling at time of last interview.,module=gsib
R5,Siblings,grad only,gk08312,gk08312,R5 Year education of 12th oldest sibling was ascertained.,module=gsib
R5,Siblings,grad only,gk02913,gk02913,R5 Gender of 13th oldest sibling.,module=gsib
R5,Siblings,grad only,gk13013,gk13013,R5 Year of 13th oldest sibling's birth.,module=gsib
R5,Siblings,grad only,gk13113,gk13113,R5 Year 13th sibling added to sibling roster.,module=gsib
R5,Siblings,grad only,gk13213,gk13213,R5 Roster ID of 13th oldest sibling.,module=gsib
R5,Siblings,grad only,gk13313,gk13313,R5 Entity number of 13th oldest sibling.,module=gsib
R5,Siblings,grad only,gk00113,gk00113,R5 Mortality status of 13th oldest sibling at time of 2004 interview.,module=gsib
R5,Siblings,grad only,gk00213,gk00213,R5 Year of 13th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk00513,gk00513,R5 Age of 13th oldest sibling at time of death.,module=gsib
R5,Siblings,grad only,gk00813,gk00813,R5 Detailed ICD-9 cause of 13th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gka0813,gka0813,R5 Collapsed ICD-9 cause of 13th oldest sibling's death.,module=gsib
R5,Siblings,grad only,gk08213,gk08213,R5 Education of 13th oldest sibling at time of last interview.,module=gsib
R5,Siblings,grad only,gk08313,gk08313,R5 Year education of 13th oldest sibling was ascertained.,module=gsib
R5,Siblings,grad only,gk005ssc,gk005ssc,R5 Age of selected sibling at time of death.,module=gsib
R5,Siblings,grad only,gk006ssc,gk006ssc,R5 State of selected sibling's death.,module=gsib
R5,Siblings,grad only,gk076ss,gk076ss,R5 Any corrections to deceased selected sibling's name?,module=gsib
R5,Siblings,grad only,gk029ssd,gk029ssd,R5 Selected sibling's sex.,module=gsib
R5,Siblings,grad only,gk130ssd,gk130ssd,R5 Selected sibling's year of birth.,module=gsib
R5,Siblings,grad only,gk031ssd,gk031ssd,R5 Selected siblings's relationship to respondent.,module=gsib
R5,Siblings,grad only,gk074ss,gk074ss,R5 Does the selected sibling live with you?,module=gsib
R5,Siblings,grad only,gk075ss,gk075ss,R5 Selected sibling's state of residence.,module=gsib
R5,Siblings,grad only,gk275ss,gk275ss,R5 Correction to preloaded city and state.,module=gsib
R5,Siblings,sib only,cka01ss,cka01ss,R5 Was this sibling in sample who were asked if any biological siblings deceased?,NA
R5,Siblings,sib only,ck0021,ck0021,R5 Year of first sibling's death.,NA
R5,Siblings,sib only,ck0051,ck0051,R5 Age of first deceased sibling.,NA
R5,Siblings,sib only,ck0081,ck0081,R5 Cause of first sibling's Death. These are ICD-9 codes.,NA
R5,Siblings,sib only,cka081,cka081,R5 Cause of first sibling's death. These are Collapsed ICD-9 codes.,NA
R5,Siblings,sib only,ck0291,ck0291,R5 Gender of first deceased sibling.,NA
R5,Siblings,sib only,ck1331,ck1331,R5 Entity number of first deceased sibling.,NA
R5,Siblings,sib only,ck0022,ck0022,R5 Year of second sibling's death.,NA
R5,Siblings,sib only,ck0052,ck0052,R5 Age of second deceased sibling.,NA
R5,Siblings,sib only,ck0082,ck0082,R5 Cause of second sibling's Death. These are ICD-9 codes.,NA
R5,Siblings,sib only,cka082,cka082,R5 Cause of second sibling's death. These are Collapsed ICD-9 codes.,NA
R5,Siblings,sib only,ck0292,ck0292,R5 Gender of second deceased sibling.,NA
R5,Siblings,sib only,ck1332,ck1332,R5 Entity number of second deceased sibling.,NA
R5,Siblings,sib only,ck0023,ck0023,R5 Year of third sibling's death.,NA
R5,Siblings,sib only,ck0053,ck0053,R5 Age of third deceased sibling.,NA
R5,Siblings,sib only,ck0083,ck0083,R5 Cause of third sibling's Death. These are ICD-9 codes.,NA
R5,Siblings,sib only,cka083,cka083,R5 Cause of third sibling's death. These are Collapsed ICD-9 codes.,NA
R5,Siblings,sib only,ck0293,ck0293,R5 Gender of third deceased sibling.,NA
R5,Siblings,sib only,ck1333,ck1333,R5 Entity number of third deceased sibling.,NA
R5,Siblings,sib only,ck0024,ck0024,R5 Year of fourth sibling's death.,NA
R5,Siblings,sib only,ck0054,ck0054,R5 Age of fourth deceased sibling.,NA
R5,Siblings,sib only,ck0084,ck0084,R5 Cause of fourth sibling's Death. These are ICD-9 codes.,NA
R5,Siblings,sib only,cka084,cka084,R5 Cause of fourth sibling's death. These are Collapsed ICD-9 codes.,NA
R5,Siblings,sib only,ck0294,ck0294,R5 Gender of fourth deceased sibling.,NA
R5,Siblings,sib only,ck1334,ck1334,R5 Entity number of fourth deceased sibling.,NA
R5,Parents,paired,ge048re/ce048re,z_ge048re,R5 Is the Selected Sibling in the 50% random parent's closeness/comparison sample?,module=gpar
R5,Parents,paired,ge050ma/ce050ma,z_ge050ma,R5 Is your mother alive?,module=gpar
R5,Parents,paired,ge051ma/ce051ma,z_ge051ma,R5 What is your mother's year of birth?,module=gpar
R5,Parents,paired,ge052mab/ce052mab,z_ge052mab,R5 What is your mother's year of death?,module=gpar
R5,Parents,paired,ge152mab/ce152mab,z_ge152mab,R5 Are there multiple causes of mother's death given?,module=gpar
R5,Parents,paired,ge252mab/ce252mab,z_ge252mab,R5 Mother's first cause of death.  These are detailed ICD-9 codes.,module=gpar
R5,Parents,paired,ge252mac/ce252mac,z_ge252mac,R5 Mother's first cause of death.  These are collapsed ICD-9 codes.,module=gpar
R5,Parents,paired,ge095ma/ce095ma,z_ge095ma,R5 What is your original nationality on your mother's side?,module=gpar
R5,Parents,paired,ge053mab/ce053mab,z_ge053mab,R5 How is your mother's health at the time of this interview?,module=gpar
R5,Parents,paired,ge054mab/ce054mab,z_ge054mab,R5 Where is your mother's place of residence?,module=gpar
R5,Parents,paired,ge066ma/ce066ma,z_ge066ma,R5 What state does your mother live in?,module=gpar
R5,Parents,paired,ge055mac/ce055mac,z_ge055mac,R5 How many miles do you live from your mother's place of residence?,module=gpar
R5,Parents,paired,ge056mac/ce056mac,z_ge056mac,R5 How many months has your mother lived with you?,module=gpar
R5,Parents,paired,ge058mac/ce058mac,z_ge058mac,R5 How frequently do you have contact with your mother?,module=gpar
R5,Parents,paired,ge060mab/ce060mab,z_ge060mab,R5 How similar of an outlook on life do you and your mother have?,module=gpar
R5,Parents,paired,ge061mab/ce061mab,z_ge061mab,R5 How close are you and your mother?,module=gpar
R5,Parents,paired,ge062fa/ce062fa,z_ge062fa,R5 Is your father alive?,module=gpar
R5,Parents,paired,ge063fa/ce063fa,z_ge063fa,R5 What is your father's year of birth?,module=gpar
R5,Parents,paired,ge064fab/ce064fab,z_ge064fab,R5 What is your father's year of death?,module=gpar
R5,Parents,paired,ge164fab/ce164fab,z_ge164fab,R5 Are there multiple causes of father's death given?,module=gpar
R5,Parents,paired,ge264fab/ce264fab,z_ge264fab,R5 Father's first cause of death. These are detailed ICD-9 codes.,module=gpar
R5,Parents,paired,ge264fac/ce264fac,z_ge264fac,R5 Father's first cause of death. These are collapsed ICD-9 codes.,module=gpar
R5,Parents,paired,ge096fa/ce096fa,z_ge096fa,R5 What is your original nationality on your father's side?,module=gpar
R5,Parents,paired,ge065fab/ce065fab,z_ge065fab,R5 How is your father's health at the time of interview?,module=gpar
R5,Parents,paired,ge066fac/ce066fac,z_ge066fac,R5 Where is your father's place of residence?,module=gpar
R5,Parents,paired,ge066fa/ce066fa,z_ge066fa,R5 What state does your father live in?,module=gpar
R5,Parents,paired,ge067fad/ce067fad,z_ge067fad,R5 How many miles away do you live from your father's place of residence?,module=gpar
R5,Parents,paired,ge068fad/ce068fad,z_ge068fad,R5 For how many months has your father lived with you?,module=gpar
R5,Parents,paired,ge070fad/ce070fad,z_ge070fad,R5 How frequently do you have contact with your father?,module=gpar
R5,Parents,paired,ge072fab/ce072fab,z_ge072fab,R5 How similar of an outlook on life do you and your father have?,module=gpar
R5,Parents,paired,ge073fab/ce073fab,z_ge073fab,R5 How close are you to your father?,module=gpar
R5,Parents,paired,ge074pab/ce074pab,z_ge074pab,R5 Are your parents married to each other?,module=gpar
R5,Parents,paired,ge075pac/ce075pac,z_ge075pac,R5 Do your parents live in the same household?,module=gpar
R5,Parents,paired,ge076pac/ce076pac,z_ge076pac,R5 Did your same-sex parent live to your age at the time of this interview?,module=gpar
R5,Parents,paired,ge077pad/ce077pad,z_ge077pad,R5 Have you done better or worse than your same-sex parent in education?,module=gpar
R5,Parents,paired,ge078pad/ce078pad,z_ge078pad,R5 Have you done better or worse than your same-sex parent in work?,module=gpar
R5,Parents,paired,ge079pad/ce079pad,z_ge079pad,R5 Have you done better or worse than your same-sex parent financially?,module=gpar
R5,Parents,paired,ge080mi/ce080mi,z_ge080mi,R5 Is your mother-in-law alive?,module=gpar
R5,Parents,paired,ge085fi/ce085fi,z_ge085fi,R5 Is your father-in-law alive?,module=gpar
R5,Health,paired,gx201re/cx201re,z_gx201re,"R5 In general, would you say your health is excellent, very good, good, fair, or poor?",module=ghealth
R5,Health,paired,gx202are/cx202are,z_gx202are,R5 Health Utilities Index Mark 3 Summary Score,module=ghealth
R5,Health,paired,gx202bre/cx202bre,z_gx202bre,R5 Modified Health Utilities Index Mark 3 Summary Score,module=ghealth
R5,Health,paired,gx202cre/cx202cre,z_gx202cre,R5 Modified Health Utilities Index Mark 3 Summary Score - Number of Logical Imputations,module=ghealth
R5,Health,paired,gx202bma/cx202bma,z_gx202bma,R5 Best Measure Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx202bmb/cx202bmb,z_gx202bmb,R5 Best Measure Health Utilities Index Mark 3 - Number of Logical Imputations,module=ghealth
R5,Health,paired,gx203lre/cx203lre,z_gx203lre,R5 Vision Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx203sre/cx203sre,z_gx203sre,R5 Vision Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx204lre/cx204lre,z_gx204lre,R5 Hearing Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx204sre/cx204sre,z_gx204sre,R5 Hearing Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx205lre/cx205lre,z_gx205lre,R5 Speech Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx205sre/cx205sre,z_gx205sre,R5 Speech Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx206lre/cx206lre,z_gx206lre,R5 Ambulation Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx206sre/cx206sre,z_gx206sre,R5 Ambulation Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx207lre/cx207lre,z_gx207lre,R5 Dexterity Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx207sre/cx207sre,z_gx207sre,R5 Dexterity Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx208lre/cx208lre,z_gx208lre,R5 Emotion Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx208sre/cx208sre,z_gx208sre,R5 Emotion Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx209lre/cx209lre,z_gx209lre,R5 Cognition Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx209sre/cx209sre,z_gx209sre,R5 Cognition Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx210lre/cx210lre,z_gx210lre,R5 Pain Level - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx210sre/cx210sre,z_gx210sre,R5 Pain Score - Health Utilities Index Mark 3,module=ghealth
R5,Health,paired,gx230re/cx230re,z_gx230re,"R5 Would you say that you have ever had any long-term physical or mental conditions, illnesses or disabilities that limited what you were able to do, either on or off the job?",module=ghealth
R5,Health,paired,gx301re/cx301re,z_gx301re,"R5 During the past 4 weeks, have you been able to see well enough to read ordinary newsprint without glasses or contact lenses?",module=ghealth
R5,Health,paired,gx302re/cx302re,z_gx302re,"R5 During the past 4 weeks, have you been able to see well enough to read ordinary newsprint with glasses or contact lenses?",module=ghealth
R5,Health,paired,gx303re/cx303re,z_gx303re,"R5 During the past 4 weeks, have you been able to see at all?",module=ghealth
R5,Health,paired,gx304re/cx304re,z_gx304re,"R5 During the past 4 weeks, have you been able to see well enough to recognize a friend on the other side of the street without glasses or contact lenses?",module=ghealth
R5,Health,paired,gx305re/cx305re,z_gx305re,"R5 During the past 4 weeks, have you been able to see well enough to recognize a friend on the other side of the street with glasses or contact lenses?",module=ghealth
R5,Health,paired,gx306re/cx306re,z_gx306re,"R5 During the past 4 weeks, have you been able to hear what is said while in a group conversation with at least three other people without a hearing aid?",module=ghealth
